gene_id E15_cpn	E15_corticothal	E15_subcereb	E16_cpn	E16_corticothal	E16_subcereb	E18_cpn	E18_corticothal	E18_subcereb	P1_cpn	P1_corticothal	P1_subcereb	cluster	gene_id	gene_type
XLOC_003270	0.327772	0.198374	0.425693	1.48401	0.865216	1.55352	2.41358	1.49967	3.82034	1.51993	0.665297	2.449	16	XLOC_003270	lincRNA
XLOC_003275	1.29461	1.41056	1.30714	1.97742	1.70317	0.94598	1.7908	1.67668	0.820508	1.18425	1.27444	0.699993	13	XLOC_003275	lincRNA
XLOC_003279	0.168501	0.58559	0.280674	0.159252	0.644542	0.123015	0.720952	1.43678	0.663044	1.04596	1.60265	0.618582	17	XLOC_003279	lincRNA
XLOC_003281	0.134713	0.233692	0.119943	0.176063	0.348011	0.200923	0.331185	0.575611	0.37526	0.268575	0.258621	0.249847	17	XLOC_003281	lincRNA
XLOC_003282	0.00826996	0.152886	0.0349514	0	0.203388	0	0.0314219	0.797252	0.0385733	0.161604	0.516598	0.0301013	9	XLOC_003282	lincRNA
XLOC_003288	0.0149055	0.0121508	0	0.0166333	0.0285544	0.0112623	0.0428753	0.380437	0.0111164	0	0.239214	0	9	XLOC_003288	lincRNA
XLOC_003290	0.384735	0.736206	1.16611	0.348091	0.825192	1.51347	0.377745	0.877344	0.928807	0.210133	0.414187	0.708568	11	XLOC_003290	lincRNA
XLOC_003296	0.399827	0.0284412	0.10555	0.29832	0.101559	0	0	0.0203661	0	0.0997449	0	0	10	XLOC_003296	lincRNA
XLOC_003298	0.1337	0.0383604	0.0514871	0.670622	0.0745615	0.106346	1.38796	0.10958	0.0917966	1.68368	0.112872	0.123401	5	XLOC_003298	lincRNA
XLOC_003302	1.80572	0.178177	0.583182	2.73089	0.358493	1.27829	3.22231	0.810729	2.08767	6.52938	1.29929	2.72753	5	XLOC_003302	lincRNA
XLOC_003306	0.0614802	0.0819882	0	0.23544	0.103405	0.0944172	0.341044	0.0462898	1.08703	0.254975	0.00685988	0.643158	16	XLOC_003306	lincRNA
XLOC_003317	0.685283	1.27212	1.03076	0.500661	0.565298	0.586618	0.355862	0.318992	0.345259	0.17569	0.176576	0.153674	7	XLOC_003317	lincRNA
XLOC_003327	0.0688479	0.180669	0.0792119	0.181482	0.312265	0.216811	0.318915	0.460345	0.29609	0.207826	0.300213	0.191655	17	XLOC_003327	lincRNA
XLOC_003336	5.42916	0.305402	2.41467	3.21972	0.389321	1.16754	1.78982	0.29283	1.35108	1.22488	0.155338	1.43529	10	XLOC_003336	lincRNA
XLOC_003338	0.857159	1.09478	1.21502	1.47961	1.54853	1.59327	1.88905	2.34833	1.40931	1.28688	1.55273	0.887616	17	XLOC_003338	lincRNA
XLOC_003339	0	0.0154639	0.0188987	0	0.103714	0	0	0.274494	0	0	0.12728	0.0205196	9	XLOC_003339	lincRNA
XLOC_003354	0.270275	0.0130612	0.297543	0.12958	0.0456853	0.59242	0.0214631	0.0617066	0.350722	0.00629135	0.0235238	0.287069	16	XLOC_003354	lincRNA
XLOC_003359	0.36508	0.792254	0.59155	0.216419	0.35242	0.28042	0.346978	0.467322	0.295117	0.0252883	0.0368173	0.0550657	3	XLOC_003359	lincRNA
XLOC_003369	4.78418	5.40082	5.40836	3.51731	3.34099	3.18543	3.104	3.00358	2.39389	2.29184	1.69472	1.53729	19	XLOC_003369	lincRNA
XLOC_003370	1.4757	1.52994	1.5991	1.54397	1.51621	2.02339	1.90396	1.71639	2.01548	4.08655	3.07641	2.66602	14	XLOC_003370	lincRNA
XLOC_003373	0.108818	0.227147	0.167686	0.455108	0.606097	0.390648	0.287728	0.326247	0.23223	0.290854	0.34367	0.132868	19	XLOC_003373	lincRNA
XLOC_003374	0	0.401432	0.0121808	0.0113947	0.302441	0.0452345	0.0254116	0.734883	0.0581633	0.049253	2.11225	0.228846	9	XLOC_003374	lincRNA
XLOC_003377	0	0.265724	0.218857	0.0215956	0.565141	0.145163	0.108927	0.917462	0.478047	0.249539	0.219255	0.465754	9	XLOC_003377	lincRNA
XLOC_003395	1.0118	0.92672	0.913388	1.03162	1.0268	0.883061	1.29107	1.54194	1.05993	0.380433	0.619699	0.52817	19	XLOC_003395	lincRNA
XLOC_003399	0.0455557	0.129898	0.0777472	0.0258837	0.431465	0.0374217	0.102652	1.06541	0.0560067	0.25998	1.5091	0.135768	9	XLOC_003399	lincRNA
XLOC_003400	0.0807187	0.0669934	0.138669	0.0420814	0.0900789	0.136541	0.108104	0.0925056	0.350195	0.0878248	0.0850071	0.593781	16	XLOC_003400	lincRNA
XLOC_003406	2.70423	2.09596	2.43269	3.43943	1.91284	2.18466	3.17076	2.261	1.76589	2.99039	2.25023	1.39018	15	XLOC_003406	lincRNA
XLOC_003410	0	0.0857418	1.4705e-28	0	0.240141	0.120637	0	0.23883	0.31424	0	0.109626	0.48738	16	XLOC_003410	lincRNA
XLOC_003436	1.74881	0.129829	0.836707	3.11417	1.21712	0.852138	2.54467	0.57406	0.350927	1.20956	0.278722	0.132684	0	XLOC_003436	lincRNA
XLOC_003439	0.00469812	0.103242	0.0218646	0.00998366	0.100468	0.0049578	0	0.352029	0.0203296	0.023412	0.353163	0.0588792	9	XLOC_003439	lincRNA
XLOC_003446	0.981682	0.112193	0.176504	0.823341	0.176316	0.494372	0.6315	0.183848	0.490843	0.535831	0.0456066	0.482842	10	XLOC_003446	lincRNA
XLOC_003450	0.215621	0.0240691	0.00809252	0.464249	0.0332313	0.0675139	0.644223	0.0766913	0.106314	0.786453	0.0627635	0.168429	5	XLOC_003450	lincRNA
XLOC_003451	0.345002	0.0130074	0.0270723	1.11139	0.0945434	0.295349	0.973877	0.0657511	0.127094	1.63787	0.112611	0.14023	5	XLOC_003451	lincRNA
XLOC_003452	0.0103662	0	0	0.0313717	0.0254926	0.0898995	0.041169	0.11998	0.42394	0.0304156	0.0648204	0.475792	16	XLOC_003452	lincRNA
XLOC_003454	0.892904	0.544395	0.764035	1.11731	0.760921	1.39465	1.24174	0.732344	1.19289	1.24731	0.82084	1.09337	14	XLOC_003454	lincRNA
XLOC_003461	0.67576	0.289254	0.344788	0.851839	0.510458	0.600651	0.995678	0.766708	0.784145	1.18221	0.999716	0.720359	17	XLOC_003461	lincRNA
XLOC_003471	0	0	0	0	0.0195268	0	0.0221087	0.0395813	0	0.0303982	0.535332	0.0679711	9	XLOC_003471	lincRNA
XLOC_003474	0.409773	0.559409	0.592922	0.266239	0.202531	0.209174	0.329175	0.18609	0.142841	0.541493	0.35081	0.242567	3	XLOC_003474	lincRNA
XLOC_003481	0.408508	1.45816	0.29202	3.73678	3.48307	1.69076	8.76694	4.70413	3.92938	6.67325	3.31569	2.89541	17	XLOC_003481	lincRNA
XLOC_003482	0	0	0	0	0.0605428	0	0.159475	0	0	0.619107	0.0419366	0.0254667	5	XLOC_003482	lincRNA
XLOC_003483	0.599573	2.91899	2.24418	0.581245	2.08146	1.33778	0.360514	1.13491	0.424238	0.5433	0.927492	0.67378	3	XLOC_003483	lincRNA
XLOC_003484	0.150503	0.755417	0.600294	0.172009	0.686906	0.355315	0.0901191	0.302767	0.111394	0.0945591	0.233484	0.0996404	3	XLOC_003484	lincRNA
XLOC_003489	0	0.015575	0	0.0324204	0.018448	0.169428	0	0.0144008	0.279597	0.0194725	0.0385551	0.292499	16	XLOC_003489	lincRNA
XLOC_003491	1.1899	3.89121	2.5386	1.07274	4.2208	1.08001	0.682639	2.78456	0.319885	0.278109	1.14393	0.194831	6	XLOC_003491	lincRNA
XLOC_003495	0.970448	1.12283	0.782446	1.08373	1.17192	1.04559	1.08013	1.01776	0.61914	0.325737	0.313114	0.207619	19	XLOC_003495	lincRNA
XLOC_003499	0.0133787	0.604968	0.125625	0.0291998	0.46193	0.150383	0.186705	0.522019	0.313289	0.337266	0.563982	0.348136	6	XLOC_003499	lincRNA
XLOC_003500	1037.84	778.416	801.317	1445.04	986.989	1514.02	1604.46	1266.66	1856.73	1508.48	1152.45	1800.76	14	XLOC_003500	lincRNA
XLOC_003501	1.55881	0.0388821	0.283635	0.901958	0.104388	0.255544	0.49547	0.0690171	0.462531	0.695882	0.0827079	0.429137	10	XLOC_003501	lincRNA
XLOC_003503	0.211027	0.125277	0.0634787	0.41156	0.376616	0.325881	0.484324	0.530304	0.612922	0.215641	0.171625	0.264421	17	XLOC_003503	lincRNA
XLOC_003505	8.21467	8.47173	9.63975	6.93972	7.4139	11.5839	5.52825	6.59666	8.62966	7.65897	8.00403	11.4385	18	XLOC_003505	lincRNA
XLOC_003526	0.249494	0.180864	0.170464	0.667779	0.325751	0.397025	1.38121	0.613789	0.86491	2.80187	2.06972	1.28277	17	XLOC_003526	lincRNA
XLOC_003536	2.29364	1.49162	2.97475	0.671901	0.456801	0.366799	0.148953	0.146155	0.0784628	0.140681	0.202863	0.0994085	7	XLOC_003536	lincRNA
XLOC_003538	0.778041	0.580459	0.712724	0.807579	0.85368	0.816509	1.18198	0.918297	0.958846	0.461934	0.368029	0.420374	19	XLOC_003538	lincRNA
XLOC_003540	0.072999	0	0.0188044	0.136591	0	0.0599459	0.281824	0	0.284461	0.247685	0.00844788	0.142533	4	XLOC_003540	lincRNA
XLOC_003542	0.193058	0	0.00886352	0.151348	0.0229348	0.140199	0.258079	0.0134575	0.137938	0.295529	0.0100744	0.197296	10	XLOC_003542	lincRNA
XLOC_003544	34.2493	0.289549	3.02115	44.1925	1.46467	22.3503	41.5882	2.14151	31.2275	43.4758	1.12754	33.4419	10	XLOC_003544	lincRNA
XLOC_003548	0.0068217	0.00448283	0	0.0107778	0.00364725	0.0154515	0.00411545	0.0141848	0.0949565	0.00865378	0.0258476	0.356232	16	XLOC_003548	lincRNA
XLOC_003549	0.061939	1.47381	0.671621	0.0359896	1.53552	0.325108	0.0348633	1.91775	0.366382	0.0649805	2.98166	0.491226	6	XLOC_003549	lincRNA
XLOC_003553	2.35717	5.33302	10.7242	4.18871	5.20274	15.1872	6.93693	5.65471	11.1448	5.66836	2.46386	7.05999	11	XLOC_003553	lincRNA
XLOC_003571	0.120824	0.644361	0.471668	0.0517804	0.388658	0.23104	0.0712613	0.225449	0.117155	0.121484	0.110567	0.0897595	2	XLOC_003571	lincRNA
XLOC_003583	1.63004	1.80472	2.70206	2.36261	2.27546	2.1645	1.83832	1.47674	1.36324	0.8536	0.556372	0.80204	19	XLOC_003583	lincRNA
XLOC_003585	0.183627	0.375425	0.277627	0.177113	0.348015	0.262836	0.302451	0.497702	0.622615	0.541375	0.517373	0.801261	18	XLOC_003585	lincRNA
XLOC_003604	0.645533	1.08502	1.09704	0.809788	1.44337	1.52338	0.746008	1.514	1.51439	0.731963	1.60641	1.45355	12	XLOC_003604	lincRNA
XLOC_003624	0.0163769	0	0.0615454	0.00808032	0.0353112	0.37366	0.00929508	0.0911231	0.674554	0.01829	0.0644479	0.481753	16	XLOC_003624	lincRNA
XLOC_003643	5.98976	6.63434	5.76002	9.27454	6.98622	11.013	10.3735	9.11049	9.39529	16.2547	11.6342	10.5162	14	XLOC_003643	lincRNA
XLOC_003651	0.443248	1.15834	1.01217	0.332895	0.947139	1.13281	0.178788	0.944788	1.12586	0.205888	0.424977	0.982828	11	XLOC_003651	lincRNA
XLOC_003658	11.9745	10.4874	11.6781	12.3644	10.5654	9.65471	10.1664	9.02518	6.75744	7.84353	7.58852	5.43939	19	XLOC_003658	lincRNA
XLOC_003665	1.08625	1.0601	1.32588	1.14224	1.2712	1.00943	1.02602	1.20139	1.01196	0.640785	0.660415	0.529289	19	XLOC_003665	lincRNA
XLOC_003671	2.06428	0.11902	0.446576	1.75286	0.151151	0.148486	0.542225	0.105917	0.107431	0.168689	0.0552552	0.0947856	10	XLOC_003671	lincRNA
XLOC_003672	0.226012	0.175771	0.250747	0.089187	0.0336525	0.0323764	0.0338071	0	0.0298207	0.117529	0.388791	0.290405	7	XLOC_003672	lincRNA
XLOC_003673	0.114656	0.141925	0.287148	0.641867	0.137383	1.04876	2.46957	0.0888083	2.51078	3.04445	0.0270405	6.56804	4	XLOC_003673	lincRNA
XLOC_003679	1.18004	1.67828	1.50215	1.47731	1.26991	1.06988	1.97875	1.12425	0.890682	0.904006	0.386516	0.361184	19	XLOC_003679	lincRNA
XLOC_003684	0.0188203	0.126045	0.0366028	0.0607251	0.106475	0.418244	0.169661	0.0725052	1.00589	0.329825	0.0631556	0.759732	16	XLOC_003684	lincRNA
XLOC_003694	0.0739372	0.274289	0.00713791	0.00212863	1.35432	0.0267613	0.0584239	1.14425	0.032869	0.0758336	0.548188	0.0291295	6	XLOC_003694	lincRNA
XLOC_003700	0.546452	0.618145	0.883548	0.614306	0.607194	0.173907	0.797638	0.836271	0.330363	0.849595	0.405414	0.366254	-1	XLOC_003700	lincRNA
XLOC_003702	0.287898	0.499057	0.581062	0.24074	0.368604	0.15729	0.190885	0.259976	0.168729	0.0765311	0.151278	0.102381	7	XLOC_003702	lincRNA
XLOC_003706	3.08518	5.49596	5.1259	3.0308	3.52652	2.88088	3.27374	2.85428	2.22841	2.02148	1.46223	1.06047	19	XLOC_003706	lincRNA
XLOC_003711	0.251309	3.2844	0.963689	1.11573	3.01832	2.69667	1.03039	4.63138	3.18944	1.16595	4.44756	4.07253	6	XLOC_003711	lincRNA
XLOC_003719	3.31946	2.62399	3.29757	2.99229	2.13962	2.26989	3.40716	2.21288	2.81047	2.75164	1.51684	2.2162	15	XLOC_003719	lincRNA
XLOC_003722	0.668004	1.60036	1.22917	0.799727	1.94313	1.35902	0.782607	1.80847	1.18149	0.799229	1.2536	0.777335	12	XLOC_003722	lincRNA
XLOC_003726	0.0187873	0.164782	0.0248313	0.0910139	0.145064	0.625831	0.0821803	0.26899	1.0349	0.219916	0.736402	1.34249	16	XLOC_003726	lincRNA
XLOC_003743	3.59474	0.690803	0.849437	7.68737	1.32611	2.96727	10.8428	2.86428	4.82892	13.8509	2.34865	4.48747	5	XLOC_003743	lincRNA
XLOC_003745	0.0523948	0.00656287	0.0161884	0.138448	0.0178672	0.521298	0.161179	0.0268828	0.901665	0.193354	0.0349899	0.503965	16	XLOC_003745	lincRNA
XLOC_003753	0	0.0841332	0	0	0	0.0247973	0	0	0.0933411	0.0544047	0.0537051	1.04172	16	XLOC_003753	lincRNA
XLOC_003754	0.0169836	0.0285698	0	0	0.00580958	0.00629422	0	0	0.0695213	0.018055	0.0213795	0.572223	16	XLOC_003754	lincRNA
XLOC_003756	1.06917	2.77937	1.54443	1.3921	2.81342	1.52726	1.86399	3.3055	1.71327	2.83302	5.67959	2.14854	17	XLOC_003756	lincRNA
XLOC_003762	0.25514	0.228695	0.216857	0.367564	0.352682	0.268105	0.36193	0.551	0.34109	0.689263	0.707591	0.86242	17	XLOC_003762	lincRNA
XLOC_003769	0.0368073	0.0187522	0	0.0390352	0.0196948	0.083515	0.132363	0.209026	0.11977	0.2182	0.493569	0.211673	9	XLOC_003769	lincRNA
XLOC_003780	0.0501713	0.165646	0.0598	0.0746259	0.14495	0.0244012	0.06305	0.448448	0.0340442	0.0222092	0.0743253	0.00557939	6	XLOC_003780	lincRNA
XLOC_003787	0.0248269	0.661386	0.0806956	0.00269587	0.635921	0.0412097	0	0.729025	0.0253382	0.0935111	0.739782	0.0337436	6	XLOC_003787	lincRNA
XLOC_003791	18.5581	0.984424	2.04926	28.9725	2.68332	4.79177	16.3648	1.67017	3.98656	13.1119	1.17706	5.98136	0	XLOC_003791	lincRNA
XLOC_003808	1.19016	0.186745	0.214373	1.14007	0.248216	0.0761649	1.04591	0.110254	0.129973	1.42478	0.0903997	0.084162	5	XLOC_003808	lincRNA
XLOC_003810	0.0252263	0.583514	0.234141	0.0922173	1.35612	0.856761	0.127667	2.67801	2.17172	0.270043	2.66361	2.07394	9	XLOC_003810	lincRNA
XLOC_003811	3.74215	3.65439	4.45116	3.14097	3.24398	3.30598	2.96243	3.30664	2.27295	3.09708	2.76046	1.97994	19	XLOC_003811	lincRNA
XLOC_003816	2.0643	2.53174	2.22821	3.29438	4.42551	3.24603	4.79826	5.344	3.65705	1.76563	1.92332	1.03341	19	XLOC_003816	lincRNA
XLOC_003819	0	0.0435367	0	0.0303729	0.047706	0.0165505	0.0683408	0.257028	0.060913	0.228919	0.454669	0.0893271	9	XLOC_003819	lincRNA
XLOC_003820	0.307842	1.10983	0.750843	0.360626	1.94159	0.811828	0.300235	2.82573	0.95758	0.243408	1.73858	0.844352	6	XLOC_003820	lincRNA
XLOC_003825	0.537929	0.787039	0.461609	0.683569	1.16319	0.913073	1.40093	1.88707	1.72788	2.75907	2.88992	2.6696	17	XLOC_003825	lincRNA
XLOC_003831	0.881389	0.554294	0.986605	1.12224	0.851055	1.04604	1.09617	0.97285	1.2134	0.375421	0.477347	0.593695	19	XLOC_003831	lincRNA
XLOC_003834	3.7121	1.2905	0.900408	3.2993	1.15203	0.658247	4.74491	1.35705	1.02279	4.08373	1.42194	0.66877	5	XLOC_003834	lincRNA
XLOC_003835	1.6482	0.229624	0.44392	1.72146	0.0808522	0.304688	1.43559	0.170666	0.653618	1.53865	0.167404	1.26315	10	XLOC_003835	lincRNA
XLOC_003844	0.114465	0.0768904	0.24067	0.0504732	0.0898823	0.0105918	0.126504	0.18943	0.0865402	0.126151	0.657222	0.325628	9	XLOC_003844	lincRNA
XLOC_003854	36.9751	31.9498	34.7326	35.3708	26.5217	24.1627	34.4359	35.6943	21.3949	42.3277	47.5715	29.4683	8	XLOC_003854	lincRNA
XLOC_003855	4.30288	0.512173	2.08656	1.00163	0.577602	0.162958	0.57492	0.406424	0.146416	0.802504	0.604423	0.112917	10	XLOC_003855	lincRNA
XLOC_003870	0.0195461	0.0456123	0.0243588	0	0.0445103	0.0227071	0.0236917	0.0608379	0	0.222243	0.334259	0.102393	9	XLOC_003870	lincRNA
XLOC_003872	0.569921	0.495129	0.642807	0.625545	0.418237	0.490649	0.691318	0.473368	0.373461	1.08297	0.934141	0.421942	17	XLOC_003872	lincRNA
XLOC_003873	0.122134	0.0712233	0.14047	0.228062	0.138493	0.299801	0.14061	0.184193	0.105981	0.118486	0	0.0348106	-1	XLOC_003873	lincRNA
XLOC_003879	0.0939666	0.091333	0.103124	0.334774	0.0930779	0.316423	0.754042	0.253287	0.748665	1.02418	0.370398	0.893152	4	XLOC_003879	lincRNA
XLOC_003888	0.271723	0.194814	0.168016	0.314593	0.283919	0.261669	0.356362	0.257721	0.198687	0.930542	1.318	0.723893	17	XLOC_003888	lincRNA
XLOC_003889	0	0.0251383	0	0.0609711	0	0.284702	0.0226786	0.0360034	0.227662	0.17622	0.262074	0.362482	16	XLOC_003889	lincRNA
XLOC_003895	1.05155	1.51307	1.47646	1.14019	1.54002	1.15067	0.985113	1.28811	0.979155	0.391497	0.687688	0.637965	19	XLOC_003895	lincRNA
XLOC_003906	0.0452327	0	0	0.553989	0.024305	0.021208	0.168715	0	0	0.228964	0	0.0271893	0	XLOC_003906	lincRNA
XLOC_003910	2.2155	1.52886	2.17358	1.98452	1.32428	1.90412	2.36846	1.28199	2.86877	1.77332	0.585809	2.81063	14	XLOC_003910	lincRNA
XLOC_003912	0.303594	1.5718	1.11398	0.555947	1.76656	0.729196	0.874177	1.44872	0.617161	1.29065	1.61577	0.657663	6	XLOC_003912	lincRNA
XLOC_003923	0.3065	0.361828	0.276656	1.02531	1.33922	0.826819	1.25624	1.26935	1.03271	0.624499	0.75783	0.727637	17	XLOC_003923	lincRNA
XLOC_003924	5.67067	3.62424	4.99635	4.15512	2.5675	4.08563	3.64248	3.39308	3.74412	2.55883	1.2889	1.94492	19	XLOC_003924	lincRNA
XLOC_003925	2.47318	3.06713	3.08785	2.81587	3.63479	5.8648	3.84911	5.02884	7.34389	3.36287	4.06173	5.6625	11	XLOC_003925	lincRNA
XLOC_003926	0.00212975	0.32931	0.117059	0.00198191	0.570723	0.0270533	0.00456556	0.461192	0.00201242	0.00239739	0.239351	0.00705231	6	XLOC_003926	lincRNA
XLOC_003929	0.193752	0.701048	0.418043	0.192041	0.579771	0.10093	0.196733	0.432985	0.131645	0.0915682	0.314979	0.18061	6	XLOC_003929	lincRNA
XLOC_003940	0.885986	0.483605	0.573154	0.975428	0.586056	0.365897	1.29614	0.740823	0.177595	0.867354	0.73839	0.182772	15	XLOC_003940	lincRNA
XLOC_003944	5.18456	6.26009	6.43357	2.44897	6.2189	4.97431	2.37322	4.03579	3.4046	1.67975	1.87719	2.25741	19	XLOC_003944	lincRNA
XLOC_003951	1.55531	2.14606	1.64845	2.30699	2.91029	2.23571	2.96779	3.65842	2.3111	2.51813	2.73015	1.98115	17	XLOC_003951	lincRNA
XLOC_003963	0.0170018	0.0110422	0.00253684	0.0352122	0.0994177	0.0795822	0.106859	0.383456	0.0646616	0.215481	0.842918	0.0980893	9	XLOC_003963	lincRNA
XLOC_003969	0.779591	0.65506	0.696211	0.904035	0.710509	0.670038	0.552687	0.587376	0.560496	0.163017	0.202723	0.285819	19	XLOC_003969	lincRNA
XLOC_003973	0	0	0	0.0039308	0.00197913	0.148697	0.0911256	0.0146612	0.584256	0.212613	0.00206566	0.778795	16	XLOC_003973	lincRNA
XLOC_003974	3.54314	3.99645	2.83896	1.58461	3.51316	0.628504	0.678672	3.00922	0.550874	0.35199	2.12326	0.304151	7	XLOC_003974	lincRNA
XLOC_003975	0.943365	0.213545	0.191757	0.630267	0.100253	0	0.439975	0.135095	0	0.0520654	0.0100209	0.0185649	10	XLOC_003975	lincRNA
XLOC_003978	0.00955582	0	0.0105355	0.044941	0	0.0957838	0.233538	0.00914202	0.411646	0.30045	0	0.261852	4	XLOC_003978	lincRNA
XLOC_003980	0.0128645	0	0	0.00689666	0.0143208	0.365327	0.111155	0.0396316	1.1656	0.0305161	0.0127145	0.303243	16	XLOC_003980	lincRNA
XLOC_003983	0.0715773	0.0798257	0.155978	0.135734	0.0858275	0.208916	0.219905	0.136814	0.448374	0.307512	0.204804	0.853476	16	XLOC_003983	lincRNA
XLOC_003985	0.0228849	0.0399605	0.00297967	0.147441	0.215196	0.0822337	0.666222	0.425599	0.19642	1.16938	1.03441	0.348491	17	XLOC_003985	lincRNA
XLOC_004007	1.25116	0.76219	1.21211	1.33288	0.838418	0.731717	1.12028	0.792199	0.425737	0.782125	0.495821	0.343765	19	XLOC_004007	lincRNA
XLOC_004008	0.756869	1.19187	0.193084	0.917045	0.541848	0.190326	0.440536	0.220546	0.0606572	0.121329	0.0454339	0	1	XLOC_004008	lincRNA
XLOC_004011	21.024	47.0079	48.4323	34.5386	48.8481	40.6398	44.3687	51.5133	46.4915	46.9004	45.9888	50.0052	12	XLOC_004011	lincRNA
XLOC_004021	0	0.088749	0.0459668	0	0.0713042	0.16725	0.0607955	0.350643	0.673548	0.112962	0.153304	0.378215	16	XLOC_004021	lincRNA
XLOC_004023	0.0847707	1.40411	1.21551	0.124595	0.873456	0.884533	0.141076	1.71255	1.81526	0.172032	0.833084	1.05697	11	XLOC_004023	lincRNA
XLOC_004024	0.0061091	0.0330455	0.0970361	0.0172294	0.22051	0.0240272	0.0910344	0.55798	0.0233666	0	0.16923	0.0357792	9	XLOC_004024	lincRNA
XLOC_004047	0.109962	0	0	0.543686	0.0154438	0.0761958	0.966585	0.146191	0.186535	0.532898	0.052544	0.228025	5	XLOC_004047	lincRNA
XLOC_004050	0.108504	0.0507476	0	0.10946	0.0227197	0.0318301	0.284436	0.026643	0.0605859	0.111594	0.0741887	0.0606515	5	XLOC_004050	lincRNA
XLOC_004054	0.0257757	0	0	0.062474	0.00532318	0.039343	0.147692	0.0379995	0.184433	0.413501	0.0151692	0.614426	4	XLOC_004054	lincRNA
XLOC_004055	0.12934	0	0.00563229	0.281698	0	0.00522114	0.330732	0.035223	0.0106511	0.219877	0.00697643	0.031004	5	XLOC_004055	lincRNA
XLOC_004056	155.04	10.4201	21.0738	206.936	11.0985	27.0739	351.6	37.2767	58.4529	626.116	27.1029	100.35	5	XLOC_004056	lincRNA
XLOC_004068	0.994839	1.57621	0.715121	0.712181	2.42242	1.554	1.36535	2.64813	2.68182	2.44214	4.20648	3.98879	17	XLOC_004068	lincRNA
XLOC_004079	0.452712	0.509825	0.526422	0.205705	0.478699	0.15262	0.192536	0.36776	0.0680862	0.11784	0.207428	0.0650786	7	XLOC_004079	lincRNA
XLOC_004081	2.17767	2.77	2.33777	2.17275	4.91349	1.0326	1.93269	4.52149	0.877747	1.42585	2.45998	0.708049	6	XLOC_004081	lincRNA
XLOC_004103	0.117407	0.0991628	0.0510224	0.0858176	0.118556	0.00946628	0.177019	0.387904	0.0572776	0.855598	0.929572	0.221584	9	XLOC_004103	lincRNA
XLOC_004106	0.41462	0.238801	0.240427	1.15701	0.475818	0.512909	2.22859	1.05681	0.998401	2.98231	0.894071	0.854286	5	XLOC_004106	lincRNA
XLOC_004119	0.144485	0.450089	0.344207	0.0715145	0.427385	0.421307	0.0199988	0.241446	0.459413	0	0.0873531	0.194672	11	XLOC_004119	lincRNA
XLOC_004124	0	0.0390454	0	0	0	0	0.0539425	0.0559251	0.237969	0.0756113	0.0836163	0.546783	16	XLOC_004124	lincRNA
XLOC_004126	0.0212533	0.090789	0.0578666	0.0447085	0.204121	0.676761	0.223976	0.469392	0.521682	0.30618	0.534579	0.692828	16	XLOC_004126	lincRNA
XLOC_004130	0.0204299	0.0328858	0.00718203	0.15407	0.0349791	0.279799	0.939621	0.129143	0.836027	1.35315	0.179682	1.41094	4	XLOC_004130	lincRNA
XLOC_004145	0.415437	0.405569	0.627486	0.208421	0.373583	0.060938	0.166212	0.482707	0.0356306	0.0861334	0.258848	0.0245932	7	XLOC_004145	lincRNA
XLOC_004159	3.43071	8.35097	8.41256	6.35691	9.22884	7.75172	8.19776	9.64412	9.23036	7.93617	7.7955	9.6475	12	XLOC_004159	lincRNA
XLOC_004161	0.257172	0.419751	0.435298	0.228201	0.321608	0.272479	0.119314	0.140694	0.119746	0.0472392	0.0372711	0.0423078	7	XLOC_004161	lincRNA
XLOC_004169	0	0.0813336	0.0275149	0.0512625	0.0292861	0.0255167	0	0.0756252	0.131493	0.223561	0.224065	0.327226	16	XLOC_004169	lincRNA
XLOC_004205	0.498052	0.756044	0.667057	0.779461	1.05732	0.683646	0.658778	0.780487	0.579362	0.417466	0.548773	0.350724	13	XLOC_004205	lincRNA
XLOC_004207	0	0.308478	0.0311305	0	0.0284925	0.0422693	0.014854	0.0811561	0.0267385	0	0.126324	0.0317947	2	XLOC_004207	lincRNA
XLOC_004208	0.122363	0.138784	0.214836	0.263507	0.305312	0.191881	0.479703	0.520629	0.384126	0.567534	0.537696	0.360954	17	XLOC_004208	lincRNA
XLOC_004209	0.0946523	0.01542	0	0.14418	0.0527378	0.116615	0.290791	0.251596	0.262039	0.210611	0.0718893	0.4434	-1	XLOC_004209	lincRNA
XLOC_004213	0.292565	1.41298	0.654782	0.24187	1.82629	1.06655	0.154771	1.16313	0.588664	0.140664	1.92227	0.763891	6	XLOC_004213	lincRNA
XLOC_004217	5.75024	6.56662	5.99082	5.47627	6.65462	4.35952	4.52702	5.0907	3.12317	1.7385	1.87039	0.894212	19	XLOC_004217	lincRNA
XLOC_004218	0	0.703337	0.0599368	0.0458863	0.704391	0.129458	0.0518728	0.572504	0.0468938	0.0828879	0.168954	0.0233738	6	XLOC_004218	lincRNA
XLOC_004219	0.0224774	0.992545	0.0758402	0.0362058	1.25847	0.0854666	0.123103	0.990363	0.146462	0.0501219	0.350383	0.0764172	6	XLOC_004219	lincRNA
XLOC_004220	0	0.461528	0.0535792	0	0.334851	0.0274323	0.0559468	0.165914	0	0	0.164201	0	2	XLOC_004220	lincRNA
XLOC_004233	0.475188	0.585968	0.559205	0.150547	0.202359	0.200138	1.33148	1.70938	1.53585	0.499257	0.481177	0.561491	17	XLOC_004233	lincRNA
